site_id,lat,lon,n_observations,n_after_gapfill,n_interpolated,gap_fill_method,span_years,completeness,max_gap_spacing,year_min,year_max,mean_alt,median_alt,std_alt,class_classification,class_confidence,class_p_rapid_thickening,class_p_gradual_thickening,class_p_thickening,class_p_no_trend,class_p_gradual_thinning,class_p_rapid_thinning,class_p_thinning,class_flag_significant,class_flag_low_power,class_evidence,trend_sen_slope,trend_mk_pvalue,trend_mk_z,trend_sen_ci_lower,trend_sen_ci_upper,trend_sen_ci_excludes_zero,trend_min_meaningful_slope,trend_min_slope_residual,trend_min_slope_bootstrap,trend_quant_floor,trend_trend_significant,trend_slope_meaningful,trend_has_longterm_direction,trend_low_power,trend_n_years,trend_span_years,rev_early_sen_slope,rev_early_ci_lower,rev_early_ci_upper,rev_early_ci_excludes_zero,rev_recent_sen_slope,rev_recent_ci_lower,rev_recent_ci_upper,rev_recent_ci_excludes_zero,rev_recent_direction,rev_reversal,rev_early_n,rev_recent_n,MainRegion
64.78333000_176.96670000,64.78333,176.9667,30,30,0,none,30,1,1,1994,2023,64.3333333333333,65.5,6.81951223522891,gradual_thickening,moderate,0.012,0.692,0.704,0.283,0.013,0,0.013,False,False,Sen=0.400 cm/yr,0.4,0.151822004373213,1.4331253981099,0,0.97840909090909,False,0.0549938544014057,0.0549938544014057,0.310494973776224,0.025,False,True,False,False,30,30,-0.5,-1.75,4.5,False,-1,-1.6,1.08333333333333,False,0,False,7,7,Russia
64.84420000_-163.72020000,64.8442,-163.7202,15,16,1,pchip,16,0.9375,2,2008,2023,121.592312116564,123.988496932515,9.13592231447779,gradual_thickening,high,0.224,0.538,0.762,0.131,0.079,0.028,0.107,True,False,Sen=0.951 cm/yr; SIG,0.950892857142857,0.0685264151255625,1.82152944385535,-0.379642857142857,3.40126424189308,False,0.666421212121212,0.24021034906736,0.666421212121212,0.0625,True,True,True,False,16,16,-0.333333333333333,-8.25,7.58333333333333,False,0.761503067484661,-2.52300613496932,4.5,False,0,False,7,7,Alaska
64.88000000_-147.67000000,64.88,-147.67,19,19,0,none,19,1,1,2005,2023,100.368421052632,90,22.6352982120006,rapid_thickening,high,0.928,0.07,0.998,0,0.002,0,0.002,True,False,Sen=3.056 cm/yr; SIG,3.05555555555556,0.0454685285773484,2.00029398112329,1,6,True,0.105177123423563,0.105177123423563,1.60615,0.0789473684210526,True,True,True,False,19,19,0,-1,2,False,8.2,4.83333333333333,11.6666666666667,True,1,False,7,7,Alaska
64.90000000_-147.81666670,64.9,-147.8166667,56,56,0,none,56,1,1,1969,2024,92.6607142857143,71.5,46.9464982858008,gradual_thickening,high,0.299,0.701,1,0,0,0,0,True,False,Sen=1.051 cm/yr; SIG,1.05070603337612,0.00488819683802921,2.81431063088472,0.61517094017094,3,True,0.0234875486729525,0.0234875486729525,0.34064766214178,0.0133928571428571,True,True,True,False,56,56,-0.5,-1,1.33333333333333,False,5.8,3.875,8.125,True,1,False,7,7,Alaska
64.91667000_-125.58330000,64.91667,-125.5833,9,9,0,none,9,1,1,1988,1996,77.4650131544444,80.55555556,10.4750841375232,rapid_thickening,high,0.909,0.046,0.955,0.004,0.022,0.019,0.041,True,True,Sen=2.348 cm/yr; SIG; LOW_PWR,2.348371269625,0.0476039547278715,1.98088693354221,0.757575759999995,4.484265735,True,0.693000655333001,0.645466290652907,0.693000655333001,0.224503488888889,True,True,True,True,9,9,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Canada
65.16666670_-147.90000000,65.1666667,-147.9,50,50,0,none,53,0.943396226415094,4,1972,2024,61.92,62,6.27219324983417,no_trend,moderate,0,0.106,0.106,0.894,0,0,0,False,False,Sen=0.200 cm/yr,0.2,0.124848956225654,1.5347349130607,0,0.333333333333333,False,0.0754314401738732,0.0283530193128188,0.0754314401738732,0.00943396226415094,False,True,False,False,50,53,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Alaska
65.19306000_-126.46890000,65.19306,-126.4689,11,11,0,none,11,1,1,1998,2008,94.3636363636364,95,8.29786390913622,gradual_thinning,moderate,0.168,0.071,0.239,0.06,0.262,0.439,0.701,False,True,Sen=-1.050 cm/yr; LOW_PWR,-1.05,0.578565617375233,-0.555481124490679,-3.5,2.00937499999999,False,0.293720630870699,0.293720630870699,1.840895,0.113636363636364,False,True,False,True,11,11,-5.25,-10.125,-1.67500000000011,True,3.1875,-1.25,9.5,False,0,False,5,5,Canada
65.28333000_-126.88330000,65.28333,-126.8833,8,8,0,none,8,1,1,1989,1996,95.23710757,89.736842105,36.4604985031009,gradual_thinning,low,0.332,0.13,0.462,0.052,0.1,0.386,0.486,False,True,Sen=-0.364 cm/yr; LOW_PWR,-0.364035087666667,1,0,-26.4868380166667,33.3050198333333,False,5,2.62177480659798,5.7743368419492,0.15625,False,False,False,True,8,8,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Canada
65.31486100_72.86419400,65.314861,72.864194,26,26,0,none,26,1,1,1997,2022,201.538461538462,200,13.4736209512685,no_trend,low,0.007,0.135,0.142,0.858,0,0,0,False,False,Sen=0.000 cm/yr,0,0.177728065589616,1.34778337808422,0,0.833333333333333,False,0.293682477026532,0.126877099838296,0.293682477026532,0.192307692307692,False,False,False,False,26,26,0,0,5,False,0,0,0,False,0,False,7,7,Russia
65.45400000_-164.62680000,65.454,-164.6268,15,16,1,pchip,16,0.9375,2,2008,2023,103.5,100.5,9.72796655696006,gradual_thickening,low,0.113,0.537,0.65,0.227,0.064,0.059,0.123,False,False,Sen=0.637 cm/yr,0.6375,0.214784752660707,1.24051558680759,-1.33333333333333,1.5,False,0.679525,0.300694029175086,0.679525,0.0703125,False,False,False,False,16,16,-0.875,-3.33333333333333,13.8062500000001,False,0,-6.125,3.25,False,0,False,7,7,Alaska
65.53966700_-171.63023000,65.539667,-171.63023,15,15,0,none,15,1,1,2010,2024,99.85,100.75,9.09415039619268,rapid_thickening,high,0.786,0.19,0.976,0.01,0.012,0.002,0.014,True,False,Sen=1.625 cm/yr; SIG,1.625,0.117617474348032,1.56485260276507,0.671875,2.91666666666667,True,0.550359090909091,0.151495059162842,0.550359090909091,0.0541666666666667,True,True,True,False,15,15,2,-3.25,4.23749999999996,False,-1,-2.63541666666667,2.25,False,0,False,7,7,Russia
65.60000000_-171.05000000,65.6,-171.05,25,25,0,none,25,1,1,2000,2024,100.7404,100.5,5.97195353297395,gradual_thickening,high,0.001,0.758,0.759,0.22,0.02,0.001,0.021,True,False,Sen=0.301 cm/yr; SIG,0.301315789473684,0.216099342074726,1.23696697871784,0.0193928571428574,0.75,True,0.13899375,0.0825298586467902,0.13899375,0.01,True,True,True,False,25,25,-0.708333333333333,-3,0.71875,False,-3.35,-4.4375,-0.75,True,-1,False,7,7,Russia
65.65724000_-149.08443000,65.65724,-149.08443,8,8,0,none,8,1,1,2009,2016,82.875,84.5,7.10005030163268,no_trend,low,0.196,0.172,0.368,0.383,0.118,0.131,0.249,False,True,Sen=0.000 cm/yr; LOW_PWR,0,1,0,-4,2.5,False,0.9884,0.526470939708112,0.9884,0.1875,False,False,False,True,8,8,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Alaska
66.31325000_76.90347800,66.31325,76.903478,15,15,0,none,15,1,1,2008,2022,181.383333333333,180,14.3604325773816,no_trend,low,0.195,0.104,0.299,0.446,0.076,0.179,0.255,False,False,Sen=0.000 cm/yr,0,0.630075223644386,0.481620974300952,-1.95993303571429,4.25,False,0.960320454545454,0.396173782561425,0.960320454545454,0.179166666666667,False,False,False,False,15,15,-2.83333333333333,-18.5,10,False,0,-5.5,0,False,0,False,7,7,Russia
66.45000000_-150.61666670,66.45,-150.6166667,25,29,4,pchip,29,0.862068965517241,3,1996,2024,55.766422684884,55,6.2004708138453,gradual_thickening,high,0.002,0.847,0.849,0.15,0.001,0,0.001,True,False,Sen=0.500 cm/yr; SIG,0.5,0.0700426922333623,1.81163448867844,0.166025641025641,0.619345238095238,True,0.125263391812866,0.0509273195650225,0.125263391812866,0.0172413793103448,True,True,True,False,29,29,0.211851851851851,-1.73358446890287,3.17037037037037,False,2,-0.75,3.75,False,0,False,7,7,Alaska
66.69666700_66.35888900,66.696667,66.358889,9,9,0,none,9,1,1,2013,2021,147.888888888889,150,26.2747238065619,rapid_thickening,low,0.418,0.041,0.459,0.162,0.002,0.377,0.379,False,True,Sen=2.900 cm/yr; LOW_PWR,2.9,0.598161452683528,0.52704627669473,-9.2,12.5,False,5,2.23145129400644,5.4362,0.694444444444444,False,False,False,True,9,9,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Russia
66.70916700_66.56777800,66.709167,66.567778,9,9,0,none,9,1,1,2013,2021,135.555555555556,129,21.3782080113787,rapid_thickening,high,0.854,0.099,0.953,0.007,0.012,0.028,0.04,True,True,Sen=5.188 cm/yr; SIG; LOW_PWR,5.1875,0.117850895021365,1.56385810542806,0.333333333333333,9.75,True,0.942327385372154,0.942327385372154,5.1891,0.166666666666667,True,True,True,True,9,9,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Russia
66.72348300_66.08048800,66.723483,66.080488,8,8,0,none,8,1,1,2016,2023,197.125,200,7.35696948478108,no_trend,low,0.006,0.003,0.009,0.594,0.268,0.129,0.397,False,True,Sen=0.000 cm/yr; LOW_PWR,0,0.188445417242706,-1.31519189844286,-2.43333333333333,0,False,0.724389110446405,0.724389110446405,0.4942,0.65625,False,False,False,True,8,8,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Russia
66.87932000_-64.69728000,66.87932,-64.69728,9,9,0,none,9,1,1,2009,2017,53.3333333333333,54.5,9.41740410091868,rapid_thinning,moderate,0.03,0.009,0.039,0.041,0.126,0.794,0.92,False,True,Sen=-1.795 cm/yr; LOW_PWR,-1.79464285714286,0.142213241936392,-1.46759877141069,-6.5,0,False,1.350225,0.60567568343933,1.350225,0.194444444444444,False,True,False,True,9,9,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Canada
67.06556000_62.92508000,67.06556,62.92508,12,12,0,none,12,1,1,2012,2023,144.583333333333,150,12.0488274294324,no_trend,low,0.13,0.029,0.159,0.49,0.086,0.265,0.351,False,False,Sen=0.000 cm/yr,0,0.777985035820792,-0.281945844806079,-4.4,4,False,0.7413,0.21390760196508,0.7413,0.333333333333333,False,False,False,False,12,12,0,-15,0,False,8,0.5,10.0375,True,1,False,6,6,Russia
67.33333000_63.73333000,67.33333,63.73333,24,25,1,pchip,25,0.96,2,1998,2022,199.2,200,7.9320026895272,no_trend,low,0,0,0,0.951,0.049,0,0.049,False,False,Sen=0.000 cm/yr,0,0.21772641724617,-1.23259630216607,-0.294117647058824,0,False,0.1,0.0704568940065021,0.0845232149399229,0.1,False,False,False,False,25,25,3,-0.5,8.375,False,0,0,0,False,0,False,7,7,Russia
67.47791000_76.69529000,67.47791,76.69529,14,15,1,pchip,15,0.933333333333333,2,2008,2022,130.108314808934,130,18.5420952096643,rapid_thickening,high,0.949,0.015,0.964,0.004,0.003,0.029,0.032,True,False,Sen=3.286 cm/yr; SIG,3.28571428571429,0.112999029362886,1.5848561149273,1.24930555555556,6.66666666666667,True,0.288958108271214,0.288958108271214,1.45618385201651,0.183333333333333,True,True,True,False,15,15,2.58333333333333,-2.75,6.5,False,-1.8,-7.87527786598918,12.8499999999999,False,0,False,7,7,Russia
67.48135000_86.43470000,67.48135,86.4347,15,16,1,pchip,16,0.9375,2,2008,2023,161.375,157.5,16.6097361006529,rapid_thickening,high,0.953,0.036,0.989,0.009,0.002,0,0.002,True,False,Sen=1.844 cm/yr; SIG,1.84444444444444,0.0842542692868871,1.72651796992678,1.33333333333333,5,True,0.88956,0.258085746809997,0.88956,0.0703125,True,True,True,False,16,16,0,0,6,False,0.5,-7,10.0625,False,0,False,7,7,Russia
67.58333000_64.18333000,67.58333,64.18333,28,28,0,none,28,1,1,1996,2023,120.875,123,14.7941899256281,rapid_thickening,high,0.878,0.093,0.971,0.029,0,0,0,True,False,Sen=1.613 cm/yr; SIG,1.61324786324786,0.0461632092309394,1.99389793909823,1,1.83295454545455,True,0.146200833333333,0.0592708898052258,0.146200833333333,0.0290178571428571,True,True,True,False,28,28,1.4375,0.25,2.25,True,3.66666666666667,0.666666666666667,5.5,True,1,False,7,7,Russia
67.79500000_-134.12610000,67.795,-134.1261,10,11,1,pchip,11,0.909090909090909,2,1998,2008,110.999536178108,109.5,5.22537981425015,gradual_thickening,low,0.127,0.562,0.689,0.168,0.109,0.034,0.143,False,True,Sen=0.500 cm/yr; LOW_PWR,0.5,0.410837537597785,0.822420637770455,-1.00085034013605,1.50510204081633,False,0.563539285714284,0.25907367272851,0.563539285714284,0.0568181818181818,False,False,False,True,11,11,-1.97916666666667,-3.5,4.5833333333333,False,2.68813775510204,-3.25,8.62627551020408,False,0,False,5,5,Canada
68.06910000_-149.58040000,68.0691,-149.5804,23,27,4,pchip,27,0.851851851851852,3,1996,2022,59.1234567901235,57.1851851851852,6.80738632661375,gradual_thickening,high,0.008,0.643,0.651,0.342,0.006,0.001,0.007,True,False,Sen=0.328 cm/yr; SIG,0.327635327635327,0.0989588196433586,1.64992234601163,0.0909090909090909,0.857142857142857,True,0.213792539173788,0.0879804196581823,0.213792539173788,0.0185185185185185,True,True,True,False,27,27,0,-1.38271604938272,0.648148148148145,False,-2.12962962962963,-4.66666666666667,0.462962962962962,False,0,False,7,7,Alaska
68.23333000_53.85000000,68.23333,53.85,13,13,0,none,13,1,1,2010,2022,129.538461538462,124,28.9096736538002,rapid_thickening,high,0.847,0.096,0.943,0.027,0.021,0.009,0.03,True,False,Sen=4.697 cm/yr; SIG,4.6969696969697,0.0422648259560612,2.03090309315902,0.2,7.10416666666665,True,2.2239,1.02432335907662,2.2239,0.153846153846154,True,True,True,False,13,13,4.25,-4,16,False,8.4,1,27,True,1,False,6,6,Russia
68.30000000_54.50000000,68.3,54.5,19,21,2,pchip,21,0.904761904761905,2,1999,2019,139.218253968254,136,11.3091186226498,gradual_thinning,moderate,0.05,0.019,0.069,0.041,0.627,0.263,0.89,False,False,Sen=-0.677 cm/yr,-0.677083333333333,0.265634446194251,-1.11317227827542,-2,1.25624999999999,False,0.137635930258419,0.137635930258419,0.555197412587413,0.0476190476190476,False,True,False,False,21,21,4,0.25,5,True,-0.5,-1.5,0.833333333333329,False,0,False,7,7,Russia
68.33333000_18.83333000,68.33333,18.83333,46,46,0,none,46,1,1,1978,2023,110.038695652174,109.5,21.0309467857563,gradual_thickening,high,0.074,0.732,0.806,0.134,0.06,0,0.06,True,False,Sen=0.684 cm/yr; SIG,0.684210526315789,0.0753045540524893,1.7786049374955,-0.366785714285714,1.38235294117647,False,0.0706344217164219,0.0706344217164219,0.463358947368421,0.0179347826086956,True,True,True,False,46,46,0.333333333333333,-6,1.83333333333333,False,0,-8.75,4,False,0,False,7,7,Scandinavia
68.47740000_-149.50240000,68.4774,-149.5024,23,27,4,pchip,27,0.851851851851852,3,1996,2022,79.3912903074285,79,10.5226408522485,no_trend,low,0.032,0.522,0.554,0.377,0.062,0.007,0.069,False,False,Sen=0.083 cm/yr,0.0833333333333333,0.70158398444221,0.383183131443878,-0.428571428571429,1.03226809954751,False,0.403222272727273,0.11293785662456,0.403222272727273,0.0185185185185185,False,False,False,False,27,27,-4.19736842105263,-6.35197368421053,-2.04934210526316,True,-3,-5.10754127621597,-1,True,-1,False,7,7,Alaska
68.48333000_-155.73330000,68.48333,-155.7333,18,23,5,pchip,23,0.782608695652174,3,2000,2022,96.1719384241145,98,10.4060368114033,no_trend,low,0.117,0.464,0.581,0.317,0.1,0.002,0.102,False,False,Sen=0.114 cm/yr,0.113960113960114,0.815908334667936,0.23281078903499,-0.572023809523809,1.53033752059694,False,0.148136808998077,0.148136808998077,0.621493939393939,0.0353995602187672,False,False,False,False,23,23,1.4,-6.89761567052391,8.75337977006329,False,-2,-14,3.42438271604938,False,0,False,7,7,Alaska
68.51667000_161.43330000,68.51667,161.4333,27,28,1,pchip,28,0.964285714285714,2,1996,2023,90.1110119047619,89.4,11.7581282746229,gradual_thinning,high,0,0.028,0.028,0.173,0.775,0.024,0.799,True,False,Sen=-0.750 cm/yr; SIG,-0.75,0.0374860507955979,-2.08043064581396,-1.22531512605042,0.0909090909090909,False,0.39124166666666,0.142670723228943,0.39124166666666,0.0178571428571429,True,True,True,False,28,28,-4.25,-9,1,False,-0.0800000000000011,-6.9,5.35,False,0,False,7,7,Russia
68.61140000_-149.31010000,68.6114,-149.3101,29,29,0,none,29,1,1,1995,2023,78.7241379310345,77,11.1871946940756,gradual_thickening,moderate,0.275,0.609,0.884,0.1,0.014,0.002,0.016,False,False,Sen=0.681 cm/yr,0.68070652173913,0.193030145259185,1.301667292174,0,1.88888888888889,False,0.0994581177490766,0.0994581177490766,0.5780375,0.0172413793103448,False,True,False,False,29,29,0.5,-5.16666666666667,3.75,False,-3,-5.75,2.5,False,0,False,7,7,Alaska
68.62150000_-149.60630000,68.6215,-149.6063,29,29,0,none,29,1,1,1995,2023,81.7672413793103,82,7.339938154932,no_trend,moderate,0.007,0.24,0.247,0.726,0.027,0,0.027,False,False,Sen=0.217 cm/yr,0.216517857142857,0.225298036978629,1.21256013813569,-0.0875599943534726,0.600624999999999,False,0.102958333333333,0.0934025456520209,0.102958333333333,0.0129310344827586,False,True,False,False,29,29,0.666666666666667,0,4.5,False,-0.8,-2.6875,0.25,False,0,False,7,7,Alaska
68.68472000_-134.14580000,68.68472,-134.1458,8,9,1,pchip,9,0.888888888888889,2,2000,2008,130.333333333333,130,1,no_trend,low,0.002,0.01,0.012,0.985,0,0.003,0.003,False,True,Sen=0.000 cm/yr; LOW_PWR,0,0.561275836134578,0.580947501931113,0,0,False,0.166666666666667,0.0839921051131616,0.0713089323183866,0.166666666666667,False,False,False,True,9,9,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Canada
68.70000000_161.55000000,68.7,161.55,15,15,0,none,15,1,1,2003,2017,109.666666666667,100,25.1386630701074,rapid_thickening,high,0.461,0.127,0.588,0.214,0.088,0.11,0.198,True,False,Sen=2.333 cm/yr; SIG,2.33333333333333,0.0713417552540507,1.80329590602654,-3.25,4.9,False,2.00151,0.594997460517251,2.00151,0.133333333333333,True,True,True,False,15,15,8,0.5,30,True,7.16666666666667,-15,28.2916666666667,False,0,False,7,7,Russia
68.71667000_161.53330000,68.71667,161.5333,11,11,0,none,14,0.785714285714286,4,2003,2016,176.909090909091,177,7.16176717653605,no_trend,low,0.021,0.178,0.199,0.206,0.555,0.04,0.595,False,False,Sen=-0.167 cm/yr,-0.166666666666667,0.821313003490934,-0.225856536117487,-1.25,0.934343434343434,False,0.655456818181818,0.262715196318023,0.655456818181818,0.0892857142857143,False,False,False,False,11,14,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Russia
68.73333000_158.90000000,68.73333,158.9,17,17,0,none,17,1,1,2007,2023,85.5882352941177,84,13.8712779851453,gradual_thickening,high,0.473,0.416,0.889,0.077,0.024,0.01,0.034,True,False,Sen=1.217 cm/yr; SIG,1.21666666666667,0.0663160067907591,1.83628168685,0,3,False,0.778365,0.436066371693673,0.778365,0.0852941176470588,True,True,True,False,17,17,3,0,5,False,1.76,-4.66666666666667,11.2,False,0,False,7,7,Russia
68.74000000_161.39280000,68.74,161.3928,20,20,0,none,20,1,1,2003,2022,93.6,103,27.1533655954081,gradual_thinning,high,0.004,0.011,0.015,0.046,0.615,0.324,0.939,True,False,Sen=-1.250 cm/yr; SIG,-1.25,0.115275402447527,-1.57491787358901,-4.8,-0.249038461538462,True,0.106550279486792,0.106550279486792,0.59304,0.05,True,True,True,False,20,20,0.6,-3.5,3.625,False,-8.5,-20.625,-1,True,-1,False,7,7,Russia
68.74170000_161.50420000,68.7417,161.5042,20,20,0,none,20,1,1,2003,2022,127.3,135,25.2567864772598,no_trend,low,0.06,0.314,0.374,0.291,0.229,0.106,0.335,False,False,Sen=-0.028 cm/yr,-0.0277777777777778,0.692246524678637,-0.395808203281074,-4,1.66666666666667,False,0.88956,0.258682663090111,0.88956,0.05,False,False,False,False,20,20,0.833333333333333,-5,2,False,-14.75,-26.75,-1,True,-1,False,7,7,Russia
68.80000000_160.95000000,68.8,160.95,26,28,2,pchip,28,0.928571428571429,2,1996,2023,128.096001796945,128.5,13.5012646312311,gradual_thickening,low,0.081,0.44,0.521,0.32,0.115,0.044,0.159,False,False,Sen=0.500 cm/yr,0.5,0.188955004977204,1.31367675996088,-1.25846153846154,1.66666666666667,False,0.521090294117647,0.146396785944438,0.521090294117647,0.0357142857142857,False,False,False,False,28,28,2,1.91666666666667,5,True,5.2,0.625,11.5333333333333,True,1,False,7,7,Russia
68.81667000_161.00000000,68.81667,161,26,28,2,pchip,28,0.928571428571429,2,1996,2023,78.6026785714286,77.5,10.2931034518572,no_trend,low,0.006,0.157,0.163,0.511,0.272,0.054,0.326,False,False,Sen=0.000 cm/yr,0,0.945753587279635,-0.0680402579900255,-1.4,0.548181818181816,False,0.406988235294118,0.12010629678333,0.406988235294118,0.0178571428571429,False,False,False,False,28,28,-1.46875,-3.66666666666667,-0.46875,True,3,-3.5,6.75,False,0,False,7,7,Russia
68.83333000_161.03330000,68.83333,161.0333,27,28,1,pchip,28,0.964285714285714,2,1996,2023,139.077678571429,131,43.2011495363634,gradual_thickening,moderate,0.087,0.456,0.543,0.267,0.174,0.016,0.19,False,False,Sen=0.500 cm/yr,0.5,0.205057866164768,1.26727251080787,-0.800833333333333,1.75989393939393,False,0.116805987222363,0.116805987222363,0.743225454545455,0.0265625,False,True,False,False,28,28,2.33333333333333,1,6,True,0,-0.675000000000004,7.39999999999999,False,0,False,7,7,Russia
